"STATE","INC_NO","OTH_DEATH","FF_DEATH","CAUSE_CODE","STREETNAME","CITY","ZIP5","year"
"AR","0000330",1,0,16,"6TH","ROGERS","72756","2015"
"AR","2015019",1,0,9,"Locust","Harrison","72601","2015"
"AR","2015146",1,0,5,"720 N Martin St","Warren","71671","2015"
"AR","2015037",1,0,13,"34 Sandefur Ln","Concord","72523","2015"
"AR","0000029",1,0,13,"Maple","Morrilton","72110","2015"
"AR","0000029",1,0,12,"Maple","Morrilton","72110","2015"
"AR","0000029",1,0,12,"Maple","Morrilton","72110","2015"
"AR","0000029",1,0,12,"Maple","Morrilton","72110","2015"
"AR","0000029",1,0,12,"Maple","Morrilton","72110","2015"
"AR","2153717",2,0,13,"Freeman","Jonesboro","72401","2015"
"AR","0000239",1,0,15,"Rose","Van Buren","72956","2015"
"AR","0015023",1,0,13,"Tulip","EARLE","72331","2015"
"AR","0440843",1,0,13,"Mini Farm","Vilonia","72173","2015"
"AR","0000118",1,0,8,"SKYVIEW","Hot Springs","71913","2015"
"AR","0150515",1,0,13,"NEWTON","HOT SPRINGS","71901","2015"
"AR","0150755",1,0,15,"GARLAND","HOT SPRINGS","71913","2015"
"AR","0000055",1,0,6,"Garland","Paragould","72450","2015"
"AR","487",1,0,13,"Pine Bluff","Malvern","72104","2015"
"AR","0000041",1,0,13,"Macadonia","newark","72562","2015"
"AR","0000094",1,0,13,"OAK HILL","White Hall","71602","2015"
"AR","004-006",2,0,15,"5960 hwy 63 South","Ravendedn","72459","2015"
"AR","0819151",1,0,13,"Frisco","Ashdown","71822","2015"
"AR","0000123",1,0,13,"Loveall","Booneville","72927","2015"
"AR","1501017",1,0,3,"GROVE","Texarkana","71854","2015"
"AR","0000001",1,0,8,"18","Dell","72426","2015"
"AR","0000001",1,0,1,"18","Dell","72426","2015"
"AR","1500047",1,0,13,"Anderson","Blytheville","72315","2015"
"AR","1500094",1,0,13,"RUDDLE RD LOT 37","BLYTHEVILLE","72315","2015"
"AR","0001426",1,0,13,"Eden","Brinkely","72021","2015"
"AR","1505093",1,0,13,"Abinger","Little Rock","77201","2015"
"AR","1511255",1,0,4,"24th","Little Rock","77201","2015"
"AR","0728151",1,0,13,"Hwy 71","Waldron","72958","2015"
"AR","1504221",1,0,13,"1244 Hwy 74 E","Marshall","72650","2015"
"AR","0005837",1,0,3,"ROGERS","Fort Smith","72901","2015"
"AR","0051315",1,0,13,"Junction City Highway","Junction City","71749","2015"
"AR","0201525",1,0,13,"Sycamore","Smackover","71762","2015"
"AR","2015008",1,0,15,"Junction City Hwy","Junction City","71749","2015"
"AR","1018",1,0,13,"OLD WIRE","FAYETTEVILLE","72703","2015"
"AZ","-431007",1,0,16,"99TH","SUN CITY","85351","2015"
"AZ","0318842",2,0,16,"JOMAX","Sun City West","85387","2015"
"AZ","1521928",1,0,10,"Hwy 95","Bullhead City","86442","2015"
"AZ","1521928",1,0,12,"Hwy 95","Bullhead City","86442","2015"
"AZ","1521928",1,0,12,"Hwy 95","Bullhead City","86442","2015"
"AZ","0051881",1,0,13,"Honduras","Mohave Valley","86440","2015"
"AZ","0000567",1,0,13,"BENSON","Vail","85641","2015"
"AZ","0004907",1,0,15,"32ND","YUMA","85364","2015"
"CA","1504702",1,0,13,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","1504702",1,0,12,"Southfront","LIVERMORE","94551","2015"
"CA","0091606",1,0,13,"EASTLAWN","Oakland","94621","2015"
"CA","286",1,0,13,"MJB Ranch","Copperopolis","95228","2015"
"CA","0001306",2,0,13,"Tionontati","S Lake Tahoe","96150","2015"
"CA","1511208",1,0,13,"WILSON","RIDGECREST","93555","2015"
"CA","0104055",1,0,3,"Short","Clearlake OaksStub","95423","2015"
"CA","1373",1,0,15,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,13,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,11,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,1,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,13,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,13,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","1373",1,0,5,"YOSEMITE","LOS ANGELES","90041","2015"
"CA","378",1,0,13,"ALVARADO","LOS ANGELES","90026","2015"
"CA","378",1,0,5,"ALVARADO","LOS ANGELES","90026","2015"
"CA","271",1,0,1,"ROEBLING","LOS ANGELES","90024","2015"
"CA","271",1,0,8,"ROEBLING","LOS ANGELES","90024","2015"
"CA","271",1,0,1,"ROEBLING","LOS ANGELES","90024","2015"
"CA","271",1,0,9,"ROEBLING","LOS ANGELES","90024","2015"
"CA","271",1,0,12,"ROEBLING","LOS ANGELES","90024","2015"
"CA","271",1,0,6,"ROEBLING","LOS ANGELES","90024","2015"
"CA","00876",1,0,1,"HOLDMAN","Sierra Madre","91024","2015"
"CA","360",1,0,16,"11th","Chowchilla","93610","2015"
"CA","143083",1,0,13,"PALM","DHSP","92240","2015"
"CA","0500982",1,0,8,"Palma Vista","MURRIETA","92562","2015"
"CA","54837",1,0,13,"JADE","JRPV","92509","2015"
"CA","58106",1,0,13,"LEMON","NUEV","92571","2015"
"CA","82046",1,0,9,"OLIVE","JRPV","92509","2015"
"CA","73041",1,0,1,"ROOSEVELT","Sacramento","95820","2015"
"CA","1502091",1,0,13,"Bear Valley","Apple Valley","92308","2015"
"CA","5030689",1,0,14,"Fox Farm","Big Bear Lake","92315","2015"
"CA","1501589",1,0,1,"Chico","MONTCLAIR","91763","2015"
"CA","1532268",1,0,13,"Nielson","PINON HILLS","92371","2015"
"CA","0145407",1,0,16,"ALAMEDA","BONITA","91902","2015"
"CA","0006371",2,0,6,"24TH","San Francisco","94110","2015"
"CA","0008407",1,0,6,"COLUMBUS","San Francisco","94133","2015"
"CA","0000650",1,0,1,"TASSAJARA","San Luis Obispo","93401","2015"
"CA","0001112",1,0,6,"LOUREYRO","SANTA BARBARA","93108","2015"
"CA","0389023",1,0,13,"MOSS HOLLOW","SAN JOSE","95121","2015"
"CA","1059258",1,0,13,"JEANNE","SAN JOSE","95112","2015"
"CA","0001165",1,0,13,"FISHER HAWK","SUNNYVALE","94087","2015"
"CA","0008309",1,0,1,"ALICE","Santa Cruz","95062","2015"
"CA","4297",1,0,15,"South","Redding","96000","2015"
"CA","10851",1,0,13,"TWO FEATHERS","Cottonwood","96022","2015"
"CA","0010983",1,0,15,"Audubon","Mount Shasta","96067","2015"
"CA","0001117",1,0,3,"CHARLES","Cotati","94931","2015"
"CA","0002763",1,0,13,"SONOMA","Santa Rosa","95409","2015"
"CA","0000575",1,0,1,"Flower Garden","Ceres","95307","2015"
"CA","0000396",1,0,13,"BERKELEY","COUNTY","95326","2015"
"CA","0005093",2,0,13,"EL PASADO","MODESTO","95354","2015"
"CA","0005093",2,0,12,"EL PASADO","MODESTO","95354","2015"
"CA","0005093",2,0,12,"EL PASADO","MODESTO","95354","2015"
"CA","0005093",2,0,12,"EL PASADO","MODESTO","95354","2015"
"CA","0000978",1,0,,"EL PASADO","MODESTO","95354","2015"
"CA","269",1,0,3,"RIDGE","WRB","96080","2015"
"CA","2150340",1,0,15,"F","Porterville","93257","2015"
"CA","0015749",1,0,13,"Mill","Santa Paula","93060","2015"
"CO","0000121",1,0,13,"HARRISON","Denver","80229","2015"
"CO","0002061",1,0,13,"OGDEN","Denver","80229","2015"
"CO","0002169",1,0,1,"TELLER CT","Westminster","80021","2015"
"CO","1762",1,0,15,"GIRARD","ENGLEWOOD","80113","2015"
"CO","4352",1,0,1,"CRESTLINE","LITTLETON","80120","2015"
"CO","0124819",1,0,13,"York","DENVER","80206","2015"
"CO","1517058",1,0,1,"3816 CONSTITUTION AV","Colorado Springs","80909","2015"
"CO","405",1,0,1,"CANDLESTAR","FOUNTAIN","80817","2015"
"CO","9002296",1,0,13,"MACON","Canon City","81212","2015"
"CO","3331",1,0,3,"COLFAX","LAKEWOOD","80214","2015"
"CO","19284",1,0,10,"COLFAX","LAKEWOOD","80215","2015"
"CO","136",1,0,3,"Ulysses","GOLDEN","80401","2015"
"CO","82",1,0,,"Ulysses","Golden","80401","2015"
"CO","0000270",1,0,13,"Hwy 24","Leadville","80461","2015"
"CO","201356",1,0,4,"REDD","GRAND JUNCTION","81507","2015"
"CT","0000090",1,0,7,"REDSTONE HILL","BRISTOL","06010","2015"
"CT","0178024",1,0,7,"OAKLAND","Hartford","06112","2015"
"CT","0314056",1,0,5,"WILLARD","Hartford","06105","2015"
"CT","0004949",1,0,16,"EAST","New Britain","06053","2015"
"CT","0005767",1,0,13,"SCHULTZ","New Britain","06052","2015"
"CT","0064",2,0,,"South Main","Brooklyn","06234","2015"
"CT","0000007",1,0,8,"Grove","Putnam","06260","2015"
"CT","15145",1,0,1,"CASTLE HILL DR","BETHEL","06801","2015"
"CT","0000323",1,0,1,"Colony","Ansonia","06401","2015"
"CT","0001418",1,0,13,"Derby","Derby","06418","2015"
"CT","0001262",1,0,15,"LONG HILL RD","GUILFORD","06437","2015"
"CT","0000679",2,0,13,"BARBARA","MIDDLETOWN","06457","2015"
"CT","0000053",1,0,13,"BEAUMONT HGWY","Lebanon","06249","2015"
"DE","5013811",1,0,,"Scarlet","Kennett Square","19348","2015"
"DE","1915076",1,0,,"Capitol","Newark","19711","2015"
"DE","2615299",1,0,13,"Pine Tree","Townsend","19734","2015"
"DE","0022568",1,0,13,"Woodland Avenue","Ocean View","19970","2015"
"FL","0033528",1,0,13,"7","Miami","33136","2015"
"FL","032747",1,0,13,"PATTERSON","JAX 3007 SCX","32225","2015"
"FL","069323",1,0,13,"NORTH SHORE","JAX 0915 NCX","32208","2015"
"FL","0041103",1,0,13,"BLAIR CASTLE","Metropolis","11111","2015"
"FL","0085164",2,0,13,"PRESIDENTIAL","Metropolis","11111","2015"
"FL","0049172",1,0,13,"IDA ST W","Tampa","33603","2015"
"FL","5113009",1,0,3,"GULF TO BAY","CLEARWATER","33759","2015"
"FL","5122664",1,0,5,"HERCULES","CLEARWATER","33763","2015"
"FL","5056196",1,0,6,"19","ST PETERSBURG","33712","2015"
"FL","1502134",1,0,16,"Ridge","Auburndale","33823","2015"
"FL","1534797",1,0,13,"LAKE MARION CREEK","HAINES CITY","33844","2015"
"FL","1542895",2,0,13,"BUCK","DAVENPORT","33837","2015"
"FL","1551146",1,0,13,"Phillips","HAINES CITY","33844","2015"
"FL","0037403",1,0,6,"PALMETTO","LAKE PARK","33403","2015"
"FL","0040749",1,0,7,"US HIGHWAY 27","SOUTH BAY","33493","2015"
"FL","0049972",2,0,7,"MAIN","PAHOKEE","33476","2015"
"FL","0102607",2,0,14,"NOR JOE","PALM BEACH COUNTY","33461","2015"
"FL","0111538",1,0,8,"WOLVERTON D","PALM BEACH COUNTY","33434","2015"
"FL","0125682",1,0,1,"IDLEWILD","PALM BEACH COUNTY","33410","2015"
"FL","0002006",1,0,8,"LAKE DOE BLVD","APOPKA","00003","2015"
"FL","0013455",3,0,14,"ALAMEDA","ORLANDO","32804","2015"
"FL","0107884",1,0,13,"ROSE BLVD","Metropolis","11111","2015"
"FL","3010197",1,0,13,"CAMINO REAL","EDGEWATER","32132","2015"
"FL","0530044",1,0,14,"PALM","PORT ORANGE","32127","2015"
"FL","1390219",1,0,,"BECKMAN","DAYTONA BEACH","32119","2015"
"FL","0010890",1,0,15,"T","PENSACOLA","32505","2015"
"FL","0013137",1,0,13,"BILEK","PENSACOLA","32526","2015"
"FL","1504288",1,0,1,"15TH","PB","33","2015"
"FL","0003128",1,0,1,"8TH","Gainesville","32601","2015"
"FL","150182",1,0,13,"CLIFFORD","EUSTIS","32726","2015"
"FL","0016084",1,0,13,"206TH","FORT MCCOY","32134","2015"
"FL","0051414",1,0,16,"142nd","SUMMERFIELD","34491","2015"
"FL","0055242",1,0,13,"175TH TERRACE","SILVER SPRINGS","34488","2015"
"FL","5009686",1,0,10,"CORK OAK","Metropolis","34232","2015"
"FL","0002030",1,0,13,"BAL HARBOUR","SCTY","34293","2015"
"FL","0002079",1,0,13,"WESTMINSTER","LEHIGH ACRES","33936","2015"
"FL","0007053",1,0,15,"LAUREL","NORTH FORT MYERS","33917","2015"
"FL","0001684",1,0,13,"ESTERO BLVD","Fort Myers Beach","33931","2015"
"FL","0002400",1,0,13,"REFLECTION LAKES","Fort Myers","33907","2015"
"FL","0100152",1,0,13,"BRANDYWINE","FORT MYERS","33919","2015"
"FL","0003127",2,0,14,"FOXGLOVE","PALM BAY","32908","2015"
"FL","6437",1,0,13,"SARNO RD MEL","MELBOURNE","00000","2015"
"FL","8310",1,0,1,"EBONY ST MEL","MELBOURNE","00000","2015"
"FL","0003016",1,0,13,"PARK","TITUSVILLE","32796","2015"
"FL","0004000",1,0,13,"Thornton","TITUSVILLE","32780","2015"
"FL","355",1,0,13,"ST FRANCIS","St Augustine","32084","2015"
"FL","0000644",1,0,16,"BROWNS HAMMOCK","CRESCENT CITY","32112","2015"
"FL","0000041",1,0,13,"240 CHESSER","HOLLISTER","32147","2015"
"FL","0001211",1,0,13,"CHESSER","Hollister","32147","2015"
"FL","0023697",1,0,15,"LONESOME DOVE","KISSIMMEE","34746","2015"
"FL","0005302",1,0,5,"BEMONT","NEW PORT RICHEY","34654","2015"
"FL","0060626",1,0,5,"SABAL","ZEPHYRHILLS","33541","2015"
"FL","0061015",1,0,3,"US HIGHWAY 19","HUDSON","34667","2015"
"FL","0061015",1,0,12,"US HIGHWAY 19","HUDSON","34667","2015"
"FL","0000359",1,0,13,"FARLEY","LAKE CITY","32055","2015"
"FL","843",1,0,,"COLONIAL","Navarre","32566","2015"
"FL","01467",1,0,16,"RAMBLEWOOD","Gulf Breeze","32563","2015"
"FL","01180",1,0,13,"COLONIAL","NAVARRE","32566","2015"
"FL","01180",1,0,12,"COLONIAL","NAVARRE","32566","2015"
"FL","0130488",3,0,13,"ANGUILA LN","Ramrod Key","33042","2015"
"FL","154783",1,0,5,"MICKENS","Key West","33040","2015"
"FL","1514170",1,0,13,"MONTEGO","Spring Hill","34609","2015"
"FL","0152522",2,0,12,"CR 121","Hilliard","32046","2015"
"FL","0152522",2,0,12,"CR 121","Hilliard","32046","2015"
"FL","0152522",2,0,12,"CR 121","Hilliard","32046","2015"
"FL","611",1,0,13,"Amos","Crestview","32536","2015"
"FL","733",1,0,13,"Chestnut","Crestview","32536","2015"
"FL","16579",1,0,16,"DEVON","Fort Walton Beach","32548","2015"
"FL","0010769",1,0,5,"WEST BEND","Lecanto","34461","2015"
"FL","1502724",1,0,4,"PARKSIDE","OP","32073","2015"
"FL","1506110",1,0,9,"NIGHTHAWK","MI","11111","2015"
"FL","0012733",2,0,13,"GULF","Knight Island","33946","2015"
"FL","0012199",1,0,13,"22nd","Jennings","32053","2015"
"FL","15F1922",1,0,13,"39th","Okeechobee","34974","2015"
"FL","0014173",1,0,1,"KENTUCKY","BUNNELL","32110","2015"
"FL","5021237",1,0,5,"Foxchase","Wewahitchka","32465","2015"
"GA","56",1,0,14,"Cato","Fitzgerald","31750","2015"
"GA","0360005",1,0,13,"Roberts","Nashville","31639","2015"
"GA","0000257",1,0,13,"BECKPOWELL","Cochran","31014","2015"
"GA","0000033",1,0,16,"Webb","Metter","30439","2015"
"GA","0002433",2,0,13,"Old Draketown","Temple","30179","2015"
"GA","0008182",1,0,13,"Ashley","Carrollton","30117","2015"
"GA","7000476",1,0,13,"Quartz","Savannah","31406","2015"
"GA","0016528",1,0,,"LEGEND CREEK","CANTON","30114","2015"
"GA","0000002",1,0,13,"CARVER","ATHENS","30601","2015"
"GA","0012342",1,0,1,"HERITAGE GREEN","MARIETTA","30064","2015"
"GA","0055735",1,0,13,"KING ARTHUR","SMYRNA","30080","2015"
"GA","0000459",1,0,13,"Old Albany","Doerun","31744","2015"
"GA","0002991",1,0,13,"DAVIS","DAWSONVILLE","30534","2015"
"GA","0057497",1,0,10,"BROOKE RIDGE","Dunwoody","30338","2015"
"GA","0059700",1,0,9,"HIDDEN HILLS","Stone Mountain","30088","2015"
"GA","0001804",1,0,7,"Autumn","Albany","31721","2015"
"GA","0002964",1,0,13,"Gordon","Albany","31707","2015"
"GA","0000159",1,0,13,"Ruckersville","Elberton","30635","2015"
"GA","1500598",2,0,7,"Biltmore","Fayetteville","30214","2015"
"GA","0000142",1,0,13,"Abrams","SILVER CREEK","30173","2015"
"GA","0001078",1,0,13,"Alabama","ROME","30165","2015"
"GA","0000145",1,0,15,"HOLYOKE","Cumming","30028","2015"
"GA","0000145",1,0,12,"HOLYOKE","Cumming","30028","2015"
"GA","0012712",1,0,13,"OLD PRUITT","Cumming","30041","2015"
"GA","1522622",1,0,13,"WILBUR","ATL","30316","2015"
"GA","1552064",1,0,13,"JONESBORO","ATL","30315","2015"
"GA","1579634",2,0,1,"JETT","ATL","30314","2015"
"GA","0006273",1,0,5,"WASHINGTON","EAST POINT","30344","2015"
"GA","0000209",1,0,16,"Blue Flag","FAIRBURN","30213","2015"
"GA","0000829",1,0,15,"SUMMER CREST","JOHNS CREEK","30022","2015"
"GA","1503913",1,0,13,"Licklog","Ellijay","30536","2015"
"GA","05682",1,0,13,"CARTER","BrunswickCCD","31525","2015"
"GA","05682",1,0,12,"CARTER","BrunswickCCD","31525","2015"
"GA","05682",1,0,12,"CARTER","BrunswickCCD","31525","2015"
"GA","0592",1,0,16,"Albemarle","Brunswick","31520","2015"
"GA","2388",1,0,16,"UNION","Brunswick","31520","2015"
"GA","0086470",1,0,13,"Rudeseal","Mount Airy","30563","2015"
"GA","0015499",1,0,15,"Malibu Ridge","Flowery Branch","30542","2015"
"GA","1272",2,0,16,"Summerville","HaralsonCounty","30113","2015"
"GA","1272",2,0,12,"Summerville","HaralsonCounty","30113","2015"
"GA","1272",2,0,12,"Summerville","HaralsonCounty","30113","2015"
"GA","0000419",1,0,13,"HENRY","McDONOUGH","30253","2015"
"GA","0000172",1,0,5,"LONESOME DOE","Kathleen","31047","2015"
"GA","1500004",1,0,13,"US Hwy 25","MILLEN","30442","2015"
"GA","0000396",1,0,9,"Hillcrest","Dublin","31021","2015"
"GA","0002840",1,0,13,"Beatty Mill Creek","Ray City","31645","2015"
"GA","5020022",1,0,16,"CYPRESS","VALDOSTA","31602","2015"
"GA","5120152",1,0,16,"PAGE","Valdosta","31601","2015"
"GA","0000094",1,0,13,"Middle","Colquitt","39837","2015"
"GA","1500475",1,0,4,"Big Buck","Forsyth","31029","2015"
"GA","0080058",2,0,13,"COURTLAND","COLUMBUS","31907","2015"
"GA","0007724",1,0,16,"STONYBROOK","HIRAM","30141","2015"
"GA","0000104",1,0,13,"ADAMS","MEANSVILLE","30256","2015"
"GA","0004122",1,0,5,"HEARD","AUGUSTA","30904","2015"
"GA","0015739",1,0,16,"ROOSEVELT","AUGUSTA","30901","2015"
"GA","0150024",1,0,13,"Farmers Bridge Road","Hephzibah","30815","2015"
"GA","0000143",2,0,13,"RW Jones","Americus","31719","2015"
"GA","0000682",1,0,13,"ALEXANDER","Thomasville","31792","2015"
"GA","0000771",3,0,13,"Madison","Thomasville","31792","2015"
"GA","0000098",2,0,15,"TIMMONS","Tifton","31794","2015"
"GA","0000383",1,0,13,"MATHIS","Tifton","31794","2015"
"GA","0000541",1,0,10,"COLQUITT CO LINE","Tifton","31794","2015"
"GA","0001054",1,0,13,"DORSEY","Tifton","31794","2015"
"GA","0000547",1,0,13,"GUMLOG","Young Harris","30582","2015"
"GA","0150112",1,0,15,"LAKE DORIS","Preston","31824","2015"
"GA","0000119",1,0,13,"Lexington","Washington","30673","2015"
"HI","0002094",2,0,13,"MAMALAHOA","KAILUAKONA","96740","2015"
"HI","0044740",2,0,9,"Kekuanoni","Honolulu","96813","2015"
"HI","0057053",1,0,14,"Kewalo","Honolulu","96822","2015"
"HI","0014006",1,0,13,"NANILUNA","Wailuku","96793","2015"
"IA","0091465",1,0,3,"Linden","Waterloo","50703","2015"
"IA","0103313",1,0,13,"LOCKE","Waterloo","50702","2015"
"IA","2015-02",1,0,,"Delta","Manning","51455","2015"
"IA","004",1,0,13,"Delta","Manning","51455","2015"
"IA","15-0091",1,0,6,"Boone","Anita","50020","2015"
"IA","0000010",2,0,14,"Olive","Atlantic","50022","2015"
"IA","0000007",1,0,3,"GILLEASE","Cherokee","51012","2015"
"IA","0000004",1,0,4,"18TH STREET","Spencer","51301","2015"
"IA","0038892",1,0,6,"ACRES","BURLINGTON","52601","2015"
"IA","0000001",1,0,8,"3rd","Steamboat Rock","50672","2015"
"IA","0000029",1,0,16,"7 AV","COUNCIL BLUFFS","51502","2015"
"IA","5",1,0,13,"7th","Lake View","51450","2015"
"IA","0000353",3,0,13,"4th Ave N","Fort Dodge","50501","2015"
"IA","0000353",3,0,12,"4th Ave N","Fort Dodge","50501","2015"
"IA","0006998",1,0,13,"CENTER","SIOUX CITY","51103","2015"
"ID","0005155",1,0,13,"13TH","Meridian","83646","2015"
"ID","0401743",1,0,13,"Horseshoe Bend","Eagle","83616","2015"
"ID","2015008",1,0,3,"Elm","Lava Hot Springs","83246","2015"
"ID","0424-15",1,0,13,"11th","Plummer","83851","2015"
"ID","0011351",1,0,13,"1 ES TAYLOR","Idaho Falls","83404","2015"
"ID","0841215",1,0,1,"5th","StAnthony","83445","2015"
"ID","0000007",1,0,1,"School St","Cottonwood","83522","2015"
"ID","0000113",1,0,3,"1300 E","Buhl","83316","2015"
"ID","1500006",1,0,10,"2050 N","Twin Falls","83301","2015"
"IL","0000008",1,0,11,"East","Sorento","62086","2015"
"IL","0000409",1,0,8,"Pearl","Belvidere","61008","2015"
"IL","0000149",1,0,13,"Bates","Belvidere","61008","2015"
"IL","0000123",1,0,13,"Monroe","Beardstown","62618","2015"
"IL","0000229",1,0,16,"Mitchem","Urbana","61801","2015"
"IL","0007100",1,0,16,"Winding","Champaign","61820","2015"
"IL","0002251",1,0,3,"WOODS","DES PLAINES","60016","2015"
"IL","0007532",1,0,13,"WAVERLY","Arlington Hts","60004","2015"
"IL","0002379",1,0,15,"Litchfield","BARTLETT","60103","2015"
"IL","0045556",1,0,8,"EDGEWOOD","NORTHBROOK","60062","2015"
"IL","0000464",1,0,13,"LELAND","HARWOOD HEIGHTS","60706","2015"
"IL","0002786",1,0,13,"OAK","Palatine","60067","2015"
"IL","01446",1,0,13,"THOMAS","RICHTON PARK","60471","2015"
"IL","0000625",1,0,16,"CARRIAGEWAY","ROLLING MEADOWS","60008","2015"
"IL","0000302",1,0,15,"GROVE","BERWYN","60402","2015"
"IL","0001211",1,0,1,"HAGEN","Flossmoor","60422","2015"
"IL","0000158",1,0,15,"Lexington","Harvey","60426","2015"
"IL","0000396",1,0,13,"Wood","Harvey","60426","2015"
"IL","0003173",1,0,3,"107th","Worth","60482","2015"
"IL","0001439",1,0,8,"BRIGHTON","Westchester","60154","2015"
"IL","0002742",1,0,3,"SHERIDAN","Chicago","60640","2015"
"IL","0014287",1,0,13,"CRANDON","Chicago","60617","2015"
"IL","0100111",2,0,13,"DEVON","Chicago","60626","2015"
"IL","0121366",1,0,13,"LECLAIRE","Chicago","60644","2015"
"IL","0161013",1,0,10,"RACINE","Chicago","60621","2015"
"IL","0163024",1,0,13,"DAMEN","Chicago","60612","2015"
"IL","0211848",1,0,13,"NELSON","Chicago","60634","2015"
"IL","0320221",1,0,13,"SCHOOL","Chicago","60618","2015"
"IL","0398008",1,0,13,"88TH","Chicago","60619","2015"
"IL","0450010",1,0,13,"CULLERTON","Chicago","60608","2015"
"IL","0581825",2,0,1,"LOREL","Chicago","60638","2015"
"IL","0622676",1,0,13,"MORGAN","Chicago","60643","2015"
"IL","0656718",1,0,13,"CARPENTER","Chicago","60609","2015"
"IL","0859599",1,0,6,"103RD","Chicago","60628","2015"
"IL","0001308",1,0,3,"Grace","Bensenville","60106","2015"
"IL","0002167",1,0,1,"Euclid","Glendale Heights","60139","2015"
"IL","0004070",1,0,13,"Andermann","Darien","60561","2015"
"IL","1500011",1,0,15,"locust","carrollton","62016","2015"
"IL","2015051",1,0,15,"S Mitchell","Braceville","60407","2015"
"IL","2000126",1,0,13,"3rd","St Charles","60174","2015"
"IL","005752",1,0,13,"CLAIM","AURORA","60505","2015"
"IL","0105",1,0,16,"State","Hampshire","60140","2015"
"IL","0005593",1,0,7,"WASHINGTON","KANKAKEE","60901","2015"
"IL","0000518",1,0,13,"Drexel","Antioch","60002","2015"
"IL","0000518",1,0,12,"Drexel","Antioch","60002","2015"
"IL","0000021",1,0,16,"Killarney Pass","Mundelein","60060","2015"
"IL","0000021",1,0,12,"Killarney Pass","Mundelein","60060","2015"
"IL","0000022",1,0,16,"Argonne Dr 19th St","North Chicago","60064","2015"
"IL","0002964",1,0,13,"21ST","BARRINGTON","60010","2015"
"IL","0000473",2,0,13,"MONROE","STREATOR","61364","2015"
"IL","0000391",1,0,13,"Graham","Dixon","61021","2015"
"IL","0382015",1,0,13,"Main","Niantic","62551","2015"
"IL","0000162",2,0,15,"Pike","Highland","62249","2015"
"IL","0001044",1,0,8,"Ridge","Collinsville","62234","2015"
"IL","0001402",1,0,16,"Spring","Collinsville","62234","2015"
"IL","0003036",1,0,13,"Crandall","Collinsville","62234","2015"
"IL","0000200",1,0,13,"FILMORE","Metropolis","62960","2015"
"IL","0001619",1,0,13,"MONROE","BLOOMINGTON","61701","2015"
"IL","0001619",1,0,12,"MONROE","BLOOMINGTON","61701","2015"
"IL","0001619",1,0,12,"MONROE","BLOOMINGTON","61701","2015"
"IL","0010517",1,0,8,"21ST","BLOOMINGTON","61704","2015"
"IL","1508355",1,0,13,"ARCHER","PEORIA","61603","2015"
"IL","0005376",1,0,13,"New Salem","Bartonville","61607","2015"
"IL","0000975",1,0,13,"KICKAPOO CREEK","Peoria","61604","2015"
"IL","0000975",1,0,12,"KICKAPOO CREEK","Peoria","61604","2015"
"IL","0000178",1,0,13,"Meridian1500E","Dundas","62425","2015"
"IL","0001699",1,0,16,"PINE RID","MOLINE","61265","2015"
"IL","0000015",1,0,13,"Washington","Carrier Mills","62917","2015"
"IL","0000130",1,0,13,"Granger","Harrisburg","62946","2015"
"IL","0016388",1,0,9,"WALNUT","SPRINGFIELD","62702","2015"
"IL","0023515",1,0,13,"Tulip","Moweaqua","62552","2015"
"IL","0000241",1,0,13,"Old Caseyville","Belleville","62226","2015"
"IL","0001048",1,0,15,"40th","East St Louis","62203","2015"
"IL","0000196",1,0,13,"OAK HOLLOW","OFALLON","62269","2015"
"IL","1500023",1,0,10,"kingshighway","washington park","62204","2015"
"IL","0003607",1,0,13,"Youngs","Freeport","61032","2015"
"IL","0003928",1,0,8,"VALENCIA","PEKIN","61554","2015"
"IL","0201503",1,0,13,"3260 skyline","ALTO PASS","62905","2015"
"IL","2015072",1,0,13,"1416 190th Avenue","Cameron","61423","2015"
"IL","0000391",1,0,13,"ROCK FALLS","ROCK FALLS","61071","2015"
"IL","1509057",1,0,16,"DOVER","JOLIET","60432","2015"
"IL","1509057",1,0,12,"DOVER","JOLIET","60432","2015"
"IL","1509057",1,0,12,"DOVER","JOLIET","60432","2015"
"IL","1518171",1,0,1,"REEDWOOD","JOLIET","60435","2015"
"IL","0007441",1,0,16,"REDBERRY","PLAINFIELD","60544","2015"
"IL","0017655",1,0,9,"GRANT","ROCKFORD","61102","2015"
"IL","0021828",1,0,16,"PARADISE","ROCKFORD","61103","2015"
